stage	type	level
ICM	Normal	0.5
ICM	Normal	1.0
ICM	Normal	1.0
ICM	Normal	0.83
ICM	Normal	1.0
ICM	Normal	0.67
ICM	Normal	0.79
ICM	Normal	1.0
ICM	Normal	0.78
ICM	Normal	0.83
ICM	Normal	0.88
ICM	Normal	0.5
ICM	Normal	0.76
ICM	Normal	0.75
ICM	Change	1.0
ICM	Normal	1.0
ICM	Normal	0.83
ICM	Change	0.84
ICM	Normal	1.0
ICM	Normal	0.67
ICM	Change	0.5
ICM	Normal	1.0
ICM	Normal	1.0
ICM	Normal	0.51
ICM	Normal	0.5
ICM	Normal	0.88
ICM	Normal	1.0
ICM	Normal	0.34
ICM	Normal	0.34
ICM	Normal	0.67
ICM	Normal	0.88
ICM	Normal	0.67
ICM	Normal	0.7
ICM	Normal	0.67
ICM	Change	0.83
ICM	Normal	1.0
ICM	Normal	0.29
ICM	Normal	0.25
ICM	Normal	1.0
ICM	Normal	0.67
ICM	Normal	0.14
ICM	Normal	1.0
ICM	Normal	0.5
ICM	Normal	0.86
ICM	Normal	1.0
ICM	Normal	0.4
ICM	Normal	0.33
ICM	Normal	0.5
ICM	Normal	1.0
ICM	Normal	1.0
ICM	Normal	0.54
ICM	Change	0.21
ICM	Normal	0.85
ICM	Normal	0.85
ICM	Normal	0.83
ICM	Normal	1.0
ICM	Change	0.88
ICM	Normal	0.56
ICM	Normal	0.62
ICM	Normal	0.67
ICM	Normal	0.73
ICM	Change	0.36
ICM	Normal	0.6
ICM	Normal	0.84
ICM	Normal	0.33
ICM	Normal	0.11
ICM	Normal	0.58
ICM	Normal	0.56
ICM	Normal	0.54
ICM	Normal	0.67
ICM	Normal	0.5
ICM	Normal	1.0
ICM	Normal	1.0
ICM	Normal	0.67
ICM	Normal	0.28
ICM	Normal	0.17
ICM	Normal	0.33
ICM	Normal	0.54
ICM	Normal	0.74
ICM	Normal	1.0
ICM	Normal	0.67
ICM	Change	0.29
ICM	Normal	0.76
ICM	Normal	1.0
ICM	Normal	1.0
ICM	Normal	1.0
ICM	Change	0.74
ICM	Normal	0.22
ICM	Normal	0.71
ICM	Normal	0.68
ICM	Normal	1.0
ICM	Normal	0.5
ICM	Normal	0.11
ICM	Normal	1.0
ICM	Normal	0.75
ICM	Normal	0.81
ICM	Normal	0.67
ICM	Normal	0.56
ICM	Normal	1.0
ICM	Normal	1.0
ICM	Normal	0.8
ICM	Change	0.6
ICM	Normal	0.77
ICM	Normal	0.77
ICM	Change	0.67
ICM	Normal	1.0
ICM	Normal	0.8
ICM	Normal	0.67
ICM	Normal	0.39
ICM	Normal	0.5
ICM	Normal	1.0
ICM	Normal	0.81
ICM	Normal	0.67
ICM	Normal	0.39
ICM	Change	0.88
ICM	Normal	0.33
ICM	Normal	1.0
ICM	Normal	0.82
ICM	Normal	0.24
ICM	Normal	0.79
ICM	Normal	1.0
ICM	Normal	0.78
ICM	Normal	1.0
ICM	Normal	0.44
ICM	Normal	0.42
ICM	Normal	0.67
ICM	Normal	1.0
ICM	Normal	0.85
ICM	Normal	1.0
ICM	Normal	0.5
ICM	Normal	0.79
ICM	Normal	0.19
ICM	Normal	1.0
ICM	Normal	1.0
ICM	Normal	0.67
ICM	Normal	0.75
ICM	Normal	0.8
ICM	Normal	0.25
ICM	Normal	0.5
ICM	Normal	0.83
ICM	Normal	1.0
ICM	Normal	0.67
ICM	Change	0.29
ICM	Normal	1.0
ICM	Normal	1.0
ICM	Change	0.86
ICM	Normal	1.0
ICM	Normal	0.5
ICM	Normal	0.4
ICM	Normal	0.25
ICM	Normal	0.9
ICM	Normal	0.71
ICM	Normal	0.4
ICM	Normal	1.0
ICM	Normal	0.38
ICM	Normal	0.81
ICM	Normal	0.68
ICM	Normal	0.75
ICM	Normal	0.5
ICM	Normal	1.0
ICM	Normal	0.5
ICM	Normal	1.0
ICM	Normal	0.58
ICM	Normal	0.82
ICM	Normal	0.83
ICM	Normal	1.0
ICM	Normal	0.53
ICM	Normal	0.31
ICM	Normal	0.29
ICM	Normal	0.35
ICM	Normal	1.0
ICM	Normal	0.74
ICM	Normal	1.0
ICM	Normal	1.0
ICM	Normal	0.5
ICM	Normal	0.86
ICM	Normal	1.0
ICM	Normal	0.67
ICM	Normal	0.5
ICM	Normal	0.49
ICM	Normal	0.5
ICM	Normal	0.42
ICM	Normal	0.85
ICM	Normal	0.7
ICM	Normal	0.96
ICM	Normal	0.43
ICM	Normal	1.0
ICM	Normal	1.0
ICM	Normal	0.75
ICM	Normal	1.0
ICM	Normal	1.0
ICM	Normal	0.67
ICM	Normal	0.4
ICM	Normal	0.25
ICM	Normal	0.82
ICM	Normal	0.23
ICM	Normal	0.71
ICM	Normal	0.93
ICM	Normal	0.71
ICM	Change	0.21
ICM	Normal	0.67
ICM	Normal	0.76
ICM	Normal	0.67
ICM	Normal	1.0
ICM	Normal	0.29
ICM	Normal	0.33
ICM	Normal	0.73
ICM	Normal	0.5
ICM	Normal	1.0
ICM	Normal	1.0
ICM	Normal	0.62
ICM	Normal	0.8
ICM	Normal	0.75
ICM	Normal	0.4
ICM	Normal	0.69
ICM	Normal	1.0
ICM	Normal	0.5
ICM	Normal	0.78
ICM	Normal	0.75
ICM	Normal	0.55
ICM	Normal	1.0
ICM	Normal	0.27
ICM	Normal	1.0
ICM	Normal	0.34
ICM	Normal	1.0
ICM	Normal	0.5
ICM	Normal	0.5
ICM	Normal	1.0
ICM	Normal	0.81
ICM	Normal	1.0
ICM	Normal	0.67
ICM	Normal	0.67
ICM	Normal	1.0
ICM	Normal	1.0
ICM	Normal	0.67
ICM	Normal	0.48
ICM	Normal	0.82
ICM	Normal	0.67
ICM	Normal	0.58
ICM	Normal	0.67
ICM	Normal	1.0
ICM	Normal	0.67
ICM	Normal	1.0
ICM	Normal	0.38
ICM	Normal	0.5
ICM	Normal	1.0
ICM	Normal	1.0
ICM	Normal	1.0
ICM	Normal	0.56
ICM	Normal	0.83
ICM	Normal	0.34
ICM	Normal	1.0
ICM	Normal	0.33
ICM	Normal	0.42
ICM	Normal	0.4
ICM	Normal	1.0
ICM	Normal	0.58
ICM	Normal	0.5
ICM	Normal	0.48
ICM	Normal	0.67
ICM	Normal	0.88
ICM	Normal	0.84
ICM	Normal	0.5
ICM	Normal	0.83
ICM	Normal	0.83
ICM	Normal	0.52
ICM	Change	0.33
ICM	Normal	0.67
ICM	Normal	0.5
ICM	Normal	1.0
ICM	Normal	1.0
ICM	Normal	0.88
ICM	Normal	0.67
ICM	Normal	1.0
ICM	Normal	1.0
ICM	Normal	0.48
ICM	Normal	0.57
ICM	Normal	0.44
ICM	Normal	0.4
ICM	Normal	0.72
ICM	Normal	0.8
ICM	Normal	1.0
ICM	Normal	1.0
ICM	Normal	0.81
ICM	Normal	0.83
ICM	Normal	0.62
ICM	Normal	0.83
ICM	Change	0.5
ICM	Normal	0.77
ICM	Normal	1.0
ICM	Normal	1.0
ICM	Normal	1.0
ICM	Normal	0.79
ICM	Normal	1.0
ICM	Normal	0.78
ICM	Normal	0.82
ICM	Normal	0.33
ICM	Normal	1.0
ICM	Change	0.77
ICM	Normal	0.4
ICM	Normal	0.67
ICM	Normal	0.85
ICM	Normal	0.53
ICM	Normal	0.29
ICM	Normal	0.83
ICM	Normal	0.71
ICM	Normal	1.0
ICM	Change	0.5
ICM	Normal	1.0
ICM	Normal	0.25
ICM	Normal	0.5
ICM	Change	0.85
ICM	Normal	0.22
ICM	Normal	0.83
ICM	Normal	0.75
ICM	Normal	1.0
ICM	Normal	0.67
ICM	Normal	0.67
ICM	Change	0.23
ICM	Change	1.0
ICM	Normal	0.29
ICM	Normal	0.24
ICM	Change	0.27
ICM	Normal	0.67
ICM	Normal	1.0
ICM	Normal	1.0
ICM	Normal	0.29
ICM	Normal	1.0
ICM	Normal	0.22
ICM	Normal	0.3
ICM	Normal	0.67
ICM	Normal	0.33
ICM	Change	0.5
ICM	Normal	1.0
ICM	Normal	0.5
ICM	Normal	0.41
ICM	Normal	0.9
ICM	Normal	0.71
ICM	Normal	0.5
ICM	Normal	1.0
ICM	Normal	1.0
ICM	Change	1.0
ICM	Normal	0.17
ICM	Normal	0.75
ICM	Normal	1.0
ICM	Normal	0.88
ICM	Normal	1.0
ICM	Normal	1.0
ICM	Normal	0.53
ICM	Normal	0.41
ICM	Normal	0.76
ICM	Normal	0.27
ICM	Normal	0.75
ICM	Normal	1.0
ICM	Normal	0.7
ICM	Normal	0.83
ICM	Normal	0.83
ICM	Normal	1.0
ICM	Normal	0.88
ICM	Normal	0.86
ICM	Normal	0.4
ICM	Normal	1.0
ICM	Normal	0.25
ICM	Normal	0.89
ICM	Normal	1.0
ICM	Normal	0.17
ICM	Normal	0.79
ICM	Normal	0.19
ICM	Normal	0.67
ICM	Normal	1.0
ICM	Normal	0.81
ICM	Normal	0.74
ICM	Normal	1.0
ICM	Normal	0.29
ICM	Normal	0.69
ICM	Normal	0.88
ICM	Normal	0.49
ICM	Normal	1.0
ICM	Normal	1.0
ICM	Change	0.33
ICM	Normal	1.0
ICM	Normal	0.87
ICM	Normal	0.35
ICM	Normal	0.88
ICM	Normal	1.0
ICM	Normal	1.0
ICM	Change	0.77
ICM	Normal	1.0
ICM	Normal	0.76
ICM	Normal	0.38
ICM	Normal	0.49
ICM	Normal	0.8
ICM	Normal	1.0
ICM	Normal	0.8
ICM	Normal	0.92
ICM	Normal	1.0
ICM	Normal	0.83
ICM	Normal	0.5
ICM	Normal	0.67
ICM	Change	0.67
ICM	Normal	1.0
ICM	Normal	1.0
ICM	Normal	0.75
ICM	Normal	0.82
ICM	Normal	1.0
ICM	Normal	1.0
ICM	Normal	0.67
ICM	Normal	0.79
ICM	Normal	1.0
ICM	Normal	0.5
ICM	Normal	1.0
ICM	Normal	0.81
ICM	Normal	0.45
ICM	Normal	0.54
ICM	Normal	0.83
ICM	Normal	0.5
ICM	Normal	0.4
ICM	Normal	1.0
ICM	Normal	1.0
ICM	Normal	0.86
ICM	Normal	0.9
ICM	Normal	0.5
ICM	Normal	0.57
ICM	Normal	1.0
ICM	Normal	1.0
ICM	Normal	0.58
ICM	Normal	0.74
ICM	Normal	1.0
ICM	Change	0.81
ICM	Normal	0.5
ICM	Normal	0.75
ICM	Normal	0.5
ICM	Normal	0.59
ICM	Normal	0.67
ICM	Normal	0.96
ICM	Normal	0.82
ICM	Normal	1.0
ICM	Normal	0.29
ICM	Normal	0.8
ICM	Normal	0.8
ICM	Normal	0.46
ICM	Normal	0.41
ICM	Normal	0.5
ICM	Normal	0.78
ICM	Normal	0.61
ICM	Normal	0.5
ICM	Normal	1.0
ICM	Normal	0.79
ICM	Normal	0.2
ICM	Normal	1.0
ICM	Normal	0.78
ICM	Normal	1.0
ICM	Normal	0.77
ICM	Normal	0.72
ICM	Normal	1.0
ICM	Normal	1.0
ICM	Change	0.3
ICM	Normal	0.47
ICM	Normal	0.11
ICM	Normal	1.0
ICM	Normal	0.41
ICM	Normal	0.5
ICM	Normal	0.5
ICM	Normal	1.0
ICM	Normal	0.42
ICM	Normal	0.82
ICM	Normal	0.43
ICM	Normal	0.35
ICM	Normal	0.5
ICM	Normal	1.0
ICM	Normal	0.33
ICM	Normal	0.8
ICM	Normal	0.67
ICM	Normal	1.0
ICM	Normal	0.2
ICM	Change	0.52
ICM	Normal	0.83
ICM	Normal	0.81
ICM	Normal	1.0
ICM	Normal	0.5
ICM	Normal	0.5
ICM	Normal	0.75
ICM	Normal	1.0
ICM	Normal	0.38
ICM	Normal	0.75
ICM	Normal	0.43
ICM	Normal	0.46
ICM	Normal	1.0
ICM	Normal	0.89
ICM	Normal	0.75
ICM	Normal	0.5
ICM	Normal	0.67
ICM	Normal	0.5
ICM	Normal	0.5
ICM	Normal	0.69
ICM	Normal	0.79
ICM	Normal	0.63
ICM	Normal	0.58
ICM	Normal	0.4
ICM	Normal	0.83
ICM	Normal	0.11
ICM	Normal	1.0
ICM	Normal	0.53
ICM	Normal	1.0
ICM	Normal	0.74
ICM	Normal	0.4
ICM	Normal	1.0
ICM	Normal	0.95
ICM	Normal	0.71
ICM	Normal	0.9
ICM	Normal	0.77
ICM	Normal	0.67
ICM	Normal	1.0
ICM	Normal	0.5
ICM	Normal	0.4
ICM	Change	0.76
ICM	Normal	1.0
ICM	Normal	0.82
ICM	Normal	1.0
ICM	Normal	1.0
ICM	Normal	1.0
ICM	Normal	0.78
ICM	Normal	0.83
ICM	Normal	0.73
ICM	Normal	0.83
ICM	Normal	1.0
ICM	Normal	1.0
ICM	Normal	1.0
ICM	Normal	0.22
ICM	Change	0.87
ICM	Normal	1.0
ICM	Normal	0.49
ICM	Normal	0.75
ICM	Change	1.0
ICM	Normal	0.9
ICM	Normal	0.9
ICM	Normal	0.67
ICM	Normal	0.76
ICM	Normal	1.0
ICM	Change	1.0
ICM	Normal	0.25
ICM	Normal	0.29
ICM	Normal	0.5
ICM	Normal	1.0
ICM	Change	0.75
ICM	Normal	0.28
ICM	Normal	1.0
ICM	Normal	1.0
ICM	Normal	0.86
ICM	Normal	1.0
ICM	Normal	0.22
ICM	Normal	0.78
ICM	Normal	0.75
ICM	Normal	0.65
ICM	Normal	0.76
ICM	Normal	1.0
ICM	Normal	0.74
ICM	Normal	0.53
ICM	Normal	0.9
ICM	Normal	1.0
ICM	Normal	0.83
ICM	Normal	1.0
ICM	Normal	1.0
ICM	Normal	0.5
ICM	Normal	0.33
ICM	Normal	1.0
ICM	Normal	0.46
ICM	Normal	0.89
ICM	Normal	0.64
ICM	Normal	0.56
ICM	Normal	0.89
ICM	Normal	1.0
ICM	Normal	0.81
ICM	Normal	0.67
ICM	Normal	0.8
ICM	Normal	1.0
ICM	Normal	1.0
ICM	Normal	0.67
ICM	Normal	1.0
ICM	Normal	1.0
ICM	Normal	0.85
ICM	Normal	0.5
ICM	Normal	1.0
ICM	Normal	0.91
ICM	Normal	0.86
ICM	Normal	0.67
ICM	Normal	0.77
ICM	Normal	0.5
ICM	Normal	0.5
ICM	Normal	0.57
ICM	Normal	0.67
ICM	Normal	0.23
ICM	Normal	0.53
ICM	Normal	0.5
ICM	Normal	0.52
ICM	Normal	0.44
ICM	Normal	0.88
ICM	Normal	0.67
ICM	Normal	0.79
ICM	Normal	0.75
ICM	Normal	0.91
ICM	Normal	1.0
ICM	Normal	0.87
ICM	Normal	1.0
ICM	Normal	0.67
ICM	Normal	0.87
ICM	Normal	0.74
ICM	Change	0.37
ICM	Normal	1.0
ICM	Normal	1.0
ICM	Normal	0.5
ICM	Change	1.0
ICM	Normal	0.5
ICM	Normal	1.0
ICM	Normal	0.67
ICM	Normal	1.0
ICM	Normal	1.0
ICM	Normal	0.31
ICM	Normal	0.5
ICM	Normal	0.67
ICM	Normal	0.67
ICM	Normal	0.5
ICM	Normal	0.77
ICM	Normal	0.67
ICM	Normal	0.69
ICM	Normal	0.88
ICM	Normal	0.53
ICM	Normal	0.54
ICM	Normal	0.9
ICM	Change	0.83
ICM	Normal	1.0
ICM	Normal	1.0
ICM	Normal	1.0
ICM	Normal	0.88
ICM	Normal	0.77
ICM	Normal	1.0
ICM	Normal	0.57
ICM	Normal	0.21
ICM	Normal	1.0
ICM	Normal	0.67
ICM	Normal	0.29
ICM	Normal	0.63
ICM	Normal	0.33
ICM	Normal	0.8
ICM	Normal	1.0
ICM	Normal	1.0
ICM	Normal	0.6
ICM	Normal	0.83
ICM	Normal	0.92
ICM	Normal	1.0
ICM	Normal	1.0
ICM	Normal	1.0
ICM	Normal	0.8
ICM	Normal	0.5
ICM	Normal	0.33
ICM	Normal	1.0
ICM	Normal	0.48
ICM	Normal	0.43
ICM	Normal	0.61
ICM	Change	1.0
ICM	Normal	1.0
ICM	Normal	0.29
ICM	Normal	1.0
ICM	Normal	0.36
ICM	Normal	0.53
ICM	Normal	0.48
ICM	Normal	0.69
ICM	Normal	1.0
ICM	Normal	0.5
ICM	Normal	0.75
ICM	Normal	0.5
ICM	Normal	1.0
ICM	Normal	1.0
ICM	Normal	0.5
ICM	Normal	0.43
ICM	Normal	0.29
ICM	Normal	0.28
ICM	Normal	0.46
ICM	Normal	0.71
ICM	Normal	1.0
ICM	Normal	0.67
ICM	Normal	0.82
ICM	Normal	0.61
ICM	Normal	0.33
ICM	Normal	0.38
ICM	Normal	0.46
ICM	Normal	0.46
ICM	Normal	0.38
ICM	Normal	0.67
ICM	Normal	0.2
ICM	Normal	0.51
ICM	Normal	0.7
ICM	Normal	0.37
ICM	Change	1.0
ICM	Normal	1.0
ICM	Normal	0.77
ICM	Normal	0.6
ICM	Normal	0.25
ICM	Normal	0.35
ICM	Normal	0.4
ICM	Normal	1.0
ICM	Normal	0.83
ICM	Normal	0.71
ICM	Normal	0.5
ICM	Normal	0.67
ICM	Normal	0.88
ICM	Normal	1.0
ICM	Normal	0.33
ICM	Normal	0.5
ICM	Normal	0.5
ICM	Normal	0.67
ICM	Normal	0.33
ICM	Normal	1.0
ICM	Normal	0.83
ICM	Normal	0.5
ICM	Normal	1.0
ICM	Normal	0.83
ICM	Normal	0.34
ICM	Normal	1.0
ICM	Normal	0.46
ICM	Normal	1.0
ICM	Normal	0.59
ICM	Normal	0.49
ICM	Normal	0.24
ICM	Normal	1.0
ICM	Normal	0.5
ICM	Normal	0.75
ICM	Normal	0.26
ICM	Normal	0.83
ICM	Normal	0.48
ICM	Normal	0.53
ICM	Normal	1.0
ICM	Normal	0.95
ICM	Normal	0.8
ICM	Normal	0.77
ICM	Change	0.43
ICM	Normal	1.0
ICM	Normal	0.52
ICM	Normal	1.0
ICM	Normal	1.0
ICM	Normal	1.0
ICM	Normal	0.29
ICM	Normal	0.5
ICM	Normal	1.0
ICM	Normal	1.0
ICM	Change	0.79
ICM	Normal	0.78
ICM	Change	1.0
ICM	Normal	1.0
ICM	Normal	1.0
ICM	Normal	0.46
ICM	Normal	0.83
ICM	Normal	1.0
ICM	Normal	0.33
ICM	Normal	0.5
ICM	Normal	0.82
ICM	Normal	1.0
ICM	Normal	1.0
ICM	Normal	0.5
ICM	Normal	1.0
ICM	Normal	0.46
ICM	Normal	0.86
ICM	Change	0.33
ICM	Normal	0.6
ICM	Normal	0.27
ICM	Normal	1.0
ICM	Normal	1.0
ICM	Normal	1.0
ICM	Normal	0.79
ICM	Normal	0.8
ICM	Normal	1.0
ICM	Normal	1.0
ICM	Normal	1.0
ICM	Normal	0.89
ICM	Normal	0.85
ICM	Normal	1.0
ICM	Change	1.0
ICM	Normal	1.0
ICM	Normal	0.35
ICM	Normal	1.0
ICM	Normal	0.77
ICM	Normal	1.0
ICM	Normal	1.0
ICM	Normal	0.83
ICM	Normal	0.67
ICM	Normal	0.43
ICM	Change	0.5
ICM	Change	0.67
ICM	Normal	0.37
ICM	Normal	0.6
ICM	Normal	0.48
ICM	Normal	0.46
ICM	Normal	0.67
ICM	Normal	0.75
ICM	Normal	0.4
ICM	Change	1.0
ICM	Normal	0.23
ICM	Normal	0.67
ICM	Normal	0.29
ICM	Normal	0.75
ICM	Normal	0.9
ICM	Normal	1.0
ICM	Normal	1.0
ICM	Normal	1.0
ICM	Normal	1.0
ICM	Normal	0.67
ICM	Normal	0.62
ICM	Normal	0.88
ICM	Normal	0.67
ICM	Normal	0.83
ICM	Normal	1.0
ICM	Normal	0.37
ICM	Normal	1.0
ICM	Normal	1.0
ICM	Normal	1.0
ICM	Normal	0.91
ICM	Normal	1.0
ICM	Normal	0.5
ICM	Normal	0.4
ICM	Normal	0.33
ICM	Normal	1.0
ICM	Normal	0.83
ICM	Normal	0.67
ICM	Normal	0.6
ICM	Normal	0.75
ICM	Normal	0.39
ICM	Normal	0.53
ICM	Normal	1.0
ICM	Normal	0.41
ICM	Normal	0.5
ICM	Normal	1.0
ICM	Normal	0.23
ICM	Normal	0.67
ICM	Normal	1.0
ICM	Normal	0.73
ICM	Normal	0.52
ICM	Normal	1.0
ICM	Normal	0.83
ICM	Normal	0.42
ICM	Normal	0.33
ICM	Normal	1.0
ICM	Normal	1.0
ICM	Normal	1.0
ICM	Normal	0.44
ICM	Normal	0.33
ICM	Normal	1.0
ICM	Normal	0.5
ICM	Normal	1.0
ICM	Normal	1.0
ICM	Normal	0.17
ICM	Normal	1.0
ICM	Change	0.86
ICM	Normal	0.75
ICM	Normal	0.67
ICM	Normal	0.59
ICM	Normal	1.0
ICM	Normal	0.75
ICM	Normal	1.0
ICM	Normal	0.67
ICM	Normal	0.25
ICM	Normal	0.29
ICM	Normal	1.0
ICM	Normal	1.0
ICM	Normal	1.0
ICM	Normal	1.0
ICM	Normal	0.4
ICM	Normal	1.0
ICM	Normal	0.33
ICM	Normal	0.5
ICM	Normal	0.24
ICM	Normal	1.0
ICM	Normal	1.0
ICM	Normal	0.62
ICM	Normal	0.75
ICM	Normal	0.88
ICM	Change	0.75
ICM	Normal	0.29
ICM	Normal	0.64
ICM	Normal	0.84
ICM	Normal	0.43
ICM	Change	0.27
ICM	Normal	0.87
ICM	Normal	0.79
ICM	Normal	1.0
ICM	Normal	1.0
ICM	Normal	0.88
ICM	Normal	1.0
ICM	Normal	1.0
ICM	Normal	0.52
ICM	Normal	0.5
ICM	Normal	1.0
ICM	Normal	0.86
ICM	Normal	0.7
ICM	Normal	0.67
ICM	Change	0.25
ICM	Normal	0.89
ICM	Normal	1.0
ICM	Normal	1.0
ICM	Normal	0.6
ICM	Normal	0.29
ICM	Normal	0.53
ICM	Normal	0.39
ICM	Normal	0.58
ICM	Normal	1.0
ICM	Normal	0.5
ICM	Normal	0.51
ICM	Change	0.5
ICM	Normal	0.67
ICM	Normal	0.44
ICM	Normal	0.4
ICM	Normal	0.5
ICM	Normal	1.0
ICM	Normal	0.8
ICM	Normal	0.51
ICM	Normal	1.0
ICM	Normal	0.47
ICM	Normal	0.78
ICM	Normal	0.46
ICM	Normal	0.22
ICM	Normal	0.58
ICM	Normal	0.67
ICM	Normal	0.4
ICM	Normal	0.8
ICM	Normal	0.5
ICM	Normal	0.83
ICM	Normal	0.75
ICM	Normal	0.88
ICM	Normal	1.0
ICM	Change	1.0
ICM	Normal	0.5
ICM	Normal	0.67
ICM	Normal	1.0
ICM	Normal	1.0
ICM	Normal	0.33
ICM	Change	0.84
ICM	Normal	0.67
ICM	Normal	0.5
ICM	Normal	0.5
ICM	Normal	0.9
ICM	Normal	1.0
ICM	Normal	0.83
ICM	Normal	0.5
ICM	Normal	0.67
ICM	Normal	0.67
ICM	Normal	1.0
ICM	Normal	0.77
ICM	Normal	0.33
ICM	Normal	1.0
ICM	Normal	0.58
ICM	Normal	0.52
ICM	Normal	0.57
ICM	Normal	0.6
ICM	Normal	1.0
ICM	Normal	1.0
ICM	Normal	0.5
ICM	Change	1.0
ICM	Normal	0.67
ICM	Normal	0.6
ICM	Normal	1.0
ICM	Normal	0.67
ICM	Change	0.5
ICM	Normal	1.0
ICM	Normal	0.5
ICM	Normal	0.86
ICM	Normal	0.5
ICM	Normal	0.49
ICM	Normal	1.0
ICM	Normal	0.64
ICM	Normal	1.0
ICM	Normal	0.5
ICM	Normal	0.5
ICM	Normal	1.0
ICM	Normal	1.0
ICM	Normal	0.81
ICM	Normal	1.0
ICM	Normal	0.29
ICM	Normal	1.0
ICM	Normal	0.67
ICM	Normal	1.0
ICM	Normal	0.4
ICM	Normal	1.0
ICM	Normal	1.0
ICM	Normal	0.44
ICM	Normal	0.83
ICM	Normal	0.56
ICM	Normal	0.5
ICM	Normal	0.93
ICM	Normal	0.5
ICM	Normal	0.73
ICM	Normal	0.27
ICM	Normal	0.67
ICM	Normal	0.9
ICM	Normal	1.0
ICM	Normal	1.0
ICM	Normal	1.0
ICM	Normal	1.0
ICM	Normal	0.33
ICM	Normal	1.0
ICM	Normal	0.33
ICM	Normal	1.0
ICM	Normal	0.45
ICM	Normal	0.27
ICM	Normal	0.56
ICM	Normal	1.0
ICM	Normal	0.65
ICM	Normal	1.0
ICM	Normal	0.32
ICM	Normal	1.0
ICM	Normal	0.3
ICM	Normal	1.0
ICM	Change	0.29
ICM	Normal	0.58
ICM	Normal	0.6
ICM	Normal	1.0
ICM	Normal	0.81
ICM	Normal	0.86
ICM	Normal	0.75
ICM	Normal	1.0
ICM	Normal	1.0
ICM	Normal	0.58
ICM	Normal	0.86
ICM	Normal	0.25
ICM	Normal	0.7
ICM	Normal	0.78
ICM	Normal	1.0
ICM	Normal	1.0
ICM	Normal	0.8
ICM	Normal	1.0
ICM	Normal	0.33
ICM	Normal	1.0
ICM	Normal	0.8
ICM	Normal	1.0
ICM	Normal	1.0
ICM	Normal	0.25
ICM	Normal	0.5
ICM	Normal	0.62
ICM	Normal	1.0
ICM	Normal	0.33
ICM	Normal	1.0
ICM	Normal	0.67
ICM	Normal	0.67
ICM	Normal	0.25
ICM	Change	0.69
ICM	Normal	0.64
ICM	Normal	1.0
ICM	Normal	1.0
ICM	Normal	0.5
ICM	Normal	1.0
ICM	Normal	0.9
ICM	Normal	0.43
ICM	Normal	0.67
ICM	Normal	0.25
ICM	Normal	0.44
ICM	Normal	0.5
ICM	Normal	0.33
ICM	Normal	1.0
ICM	Normal	1.0
ICM	Normal	0.79
ICM	Normal	0.6
ICM	Normal	0.53
ICM	Normal	0.5
ICM	Normal	1.0
ICM	Normal	1.0
ICM	Normal	1.0
ICM	Normal	0.83
ICM	Normal	1.0
ICM	Normal	0.2
ICM	Normal	0.58
ICM	Normal	0.51
ICM	Normal	0.5
ICM	Normal	0.34
ICM	Normal	1.0
ICM	Change	0.49
ICM	Normal	0.35
ICM	Normal	1.0
ICM	Normal	0.47
ICM	Normal	0.5
ICM	Normal	0.3
ICM	Normal	1.0
ICM	Normal	0.68
ICM	Normal	0.43
ICM	Normal	0.5
ICM	Normal	0.65
ICM	Normal	0.5
ICM	Normal	1.0
ICM	Normal	0.67
ICM	Normal	0.58
ICM	Normal	0.5
ICM	Change	0.2
ICM	Normal	1.0
ICM	Normal	1.0
ICM	Normal	0.37
ICM	Normal	0.83
ICM	Normal	0.5
ICM	Normal	0.7
ICM	Normal	0.43
ICM	Normal	1.0
ICM	Normal	0.86
ICM	Normal	0.83
ICM	Normal	0.5
ICM	Normal	1.0
ICM	Normal	1.0
ICM	Normal	0.5
ICM	Normal	1.0
ICM	Normal	0.56
ICM	Normal	0.42
ICM	Normal	0.5
ICM	Normal	0.67
ICM	Change	0.77
ICM	Normal	0.5
ICM	Normal	0.72
ICM	Normal	0.33
ICM	Normal	1.0
ICM	Normal	0.84
ICM	Normal	0.74
ICM	Normal	1.0
ICM	Normal	1.0
ICM	Normal	1.0
ICM	Normal	1.0
ICM	Normal	0.39
ICM	Normal	0.82
ICM	Normal	1.0
ICM	Normal	1.0
ICM	Normal	1.0
ICM	Normal	1.0
ICM	Normal	0.43
ICM	Normal	0.29
ICM	Normal	1.0
ICM	Normal	0.5
ICM	Normal	1.0
ICM	Normal	1.0
ICM	Normal	1.0
ICM	Normal	1.0
ICM	Normal	1.0
ICM	Normal	0.67
ICM	Normal	0.67
ICM	Normal	1.0
ICM	Normal	1.0
ICM	Change	0.5
ICM	Normal	0.25
ICM	Normal	0.62
ICM	Normal	1.0
ICM	Normal	0.3
ICM	Normal	1.0
ICM	Normal	0.67
ICM	Normal	1.0
ICM	Normal	1.0
ICM	Normal	0.69
ICM	Normal	0.19
ICM	Normal	0.67
ICM	Normal	0.75
ICM	Normal	1.0
ICM	Normal	1.0
ICM	Normal	1.0
ICM	Normal	1.0
ICM	Normal	0.67
ICM	Normal	0.67
ICM	Normal	1.0
ICM	Normal	1.0
ICM	Normal	0.94
ICM	Normal	0.5
ICM	Normal	1.0
ICM	Normal	0.67
ICM	Normal	1.0
ICM	Normal	0.82
ICM	Normal	0.67
ICM	Normal	0.25
ICM	Normal	1.0
ICM	Normal	1.0
ICM	Change	0.33
ICM	Normal	0.68
